Timestamp,Employee Name,Employee ID,Department,Reason,Start Date,End Date,Duration,Status,Flags
2025-04-20 00:00:00,Sarah Johnson,EMP-002,Marketing,Vehicle maintenance and registration renewal,2025-05-18,2025-05-19,2,Flagged,Leave ends on Monday (potential long weekend extension)
2025-04-21 00:00:00,Michael Chen,EMP-003,Engineering,Vacation planned for mountain hiking trip,2025-05-18,2025-05-23,6,Flagged,"Leave reason contains vacation-related keywords: vacation, trip"
2025-04-21 00:00:00,Samuel Collins,EMP-047,Human Resources,Annual family vacation to theme parks,2025-05-04,2025-05-08,5,Flagged,Leave reason contains vacation-related keywords: vacation
2025-04-22 00:00:00,Sarah Johnson,EMP-002,Customer Service,Attending important family gathering celebration,2025-05-22,2025-05-24,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-04-27 00:00:00,Amber Nelson,EMP-036,Marketing,Educational course enrollment and orientation session,2025-05-20,2025-05-22,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-04-28 00:00:00,Amber Nelson,EMP-036,Finance,Professional certification exam preparation required,2025-05-03,2025-05-03,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-02 00:00:00,Ashley Thomas,EMP-016,Engineering,Personal legal matter requires immediate attention,2025-05-17,2025-05-18,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-05 00:00:00,Samantha Allen,EMP-028,Customer Service,Child's school event and parent-teacher meeting,2025-05-07,2025-05-08,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-06 00:00:00,Michelle Martin,EMP-020,Operations,International travel for leisure and sightseeing,2025-05-27,2025-06-01,6,Flagged,Leave reason contains vacation-related keywords: travel
2025-05-07 00:00:00,Christopher Lee,EMP-009,IT Support,Personal financial planning appointment with advisor,2025-05-18,2025-05-20,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-05-07 00:00:00,Jessica Martinez,EMP-014,Sales,Holiday travel to visit family abroad,2025-05-18,2025-05-20,3,Flagged,"Leave reason contains vacation-related keywords: travel, holiday"
2025-05-09 00:00:00,Olivia Parker,EMP-044,Marketing,Adventure travel and exploration trip overseas,2025-05-16,2025-05-20,5,Flagged,"Leave reason contains vacation-related keywords: travel, trip; Leave starts on Friday (potential long weekend extension)"
2025-05-11 00:00:00,Ryan Thompson,EMP-021,Engineering,Vacation planned for mountain hiking trip,2025-06-10,2025-06-20,11,Flagged,"Leave duration (11 days) exceeds 7 days; Leave reason contains vacation-related keywords: vacation, trip"
2025-05-13 00:00:00,Nicholas Young,EMP-029,Operations,Honeymoon trip after wedding ceremony celebration,2025-05-14,2025-05-23,10,Flagged,Leave duration (10 days) exceeds 7 days; Leave reason contains vacation-related keywords: trip
2025-05-13 00:00:00,Jacob Carter,EMP-037,Customer Service,Not well,2025-06-02,2025-06-02,1,Flagged,Leave ends on Monday (potential long weekend extension)
2025-05-14 00:00:00,Emma Morris,EMP-050,Engineering,Marriage license appointment at courthouse,2025-05-25,2025-05-25,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-15 00:00:00,Kimberly King,EMP-030,Operations,Beach holiday with family members scheduled,2025-05-21,2025-05-24,4,Flagged,Leave reason contains vacation-related keywords: holiday
2025-05-16 00:00:00,Steven Baker,EMP-035,IT Support,Child's school event and parent-teacher meeting,2025-06-12,2025-06-14,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-05-17 00:00:00,Lauren Walker,EMP-026,Marketing,House closing and mortgage signing appointment,2025-06-12,2025-06-12,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-17 00:00:00,Benjamin Sanchez,EMP-049,Customer Service,Annual family vacation to theme parks,2025-05-18,2025-05-29,12,Flagged,Leave duration (12 days) exceeds 7 days; Leave reason contains vacation-related keywords: vacation
2025-05-19 00:00:00,Michael Chen,EMP-003,Finance,Attending important family gathering celebration,2025-05-28,2025-05-28,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-20 00:00:00,Matthew Anderson,EMP-015,Operations,Educational course enrollment and orientation session,2025-06-18,2025-06-20,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-21 00:00:00,Sophia Stewart,EMP-048,Marketing,Educational course enrollment and orientation session,2025-05-27,2025-05-29,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-22 00:00:00,Christopher Lee,EMP-009,Human Resources,Dental procedure and recovery time needed,2025-06-05,2025-06-06,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-24 00:00:00,Tyler Wright,EMP-031,Finance,Dental procedure and recovery time needed,2025-06-18,2025-06-20,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-24 00:00:00,Ryan Thompson,EMP-021,Marketing,Holiday travel to visit family abroad,2025-05-27,2025-05-31,5,Flagged,"Leave reason contains vacation-related keywords: travel, holiday"
2025-05-24 00:00:00,Amanda White,EMP-010,IT Support,Personal health checkup and wellness visit,2025-06-15,2025-06-17,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-05-27 00:00:00,Ashley Thomas,EMP-016,Engineering,Dental procedure and recovery time needed,2025-06-02,2025-06-04,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-29 00:00:00,Jennifer Taylor,EMP-008,IT Support,Personal financial planning appointment with advisor,2025-06-12,2025-06-14,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-05-29 00:00:00,Megan Adams,EMP-034,IT Support,Elder care responsibilities for family member,2025-06-02,2025-06-03,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-29 00:00:00,Stephanie White,EMP-018,Sales,Cold,2025-05-31,2025-05-31,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-05-29 00:00:00,Ryan Thompson,EMP-021,IT Support,House closing and mortgage signing appointment,2025-05-31,2025-06-02,3,Flagged,"Leave ends on Monday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-05-30 00:00:00,Victoria Phillips,EMP-042,Engineering,Dental procedure and recovery time needed,2025-06-20,2025-06-21,2,Flagged,Leave starts on Friday (potential long weekend extension)
2025-06-02 00:00:00,Ryan Thompson,EMP-021,Marketing,Planning vacation trip to beach resort,2025-06-09,2025-06-14,6,Flagged,"Leave reason contains vacation-related keywords: vacation, trip"
2025-06-03 00:00:00,Amber Nelson,EMP-036,Sales,Planning vacation trip to beach resort,2025-06-16,2025-06-18,3,Flagged,"Leave reason contains vacation-related keywords: vacation, trip"
2025-06-03 00:00:00,Amber Nelson,EMP-036,IT Support,Beach holiday with family members scheduled,2025-06-22,2025-06-26,5,Flagged,"Leave reason contains vacation-related keywords: holiday; IT Support department leave exceeds 2 days (requested: 5 days, limit: 2)"
2025-06-05 00:00:00,Michelle Martin,EMP-020,Human Resources,Professional certification exam preparation required,2025-06-20,2025-06-23,4,Flagged,Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension)
2025-06-06 00:00:00,Brittany Scott,EMP-032,Operations,Unwell,2025-06-17,2025-06-17,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-10 00:00:00,Sophia Stewart,EMP-048,Customer Service,Traveling to attend music festival event,2025-06-27,2025-07-10,14,Flagged,Leave duration (14 days) exceeds 7 days; Leave reason contains vacation-related keywords: travel; Leave starts on Friday (potential long weekend extension)
2025-06-11 00:00:00,Stephanie White,EMP-018,Operations,Vacation planned for mountain hiking trip,2025-06-20,2025-06-25,6,Flagged,"Leave reason contains vacation-related keywords: vacation, trip; Leave starts on Friday (potential long weekend extension)"
2025-06-12 00:00:00,Emily Davis,EMP-004,IT Support,Vehicle maintenance and registration renewal,2025-06-14,2025-06-18,5,Flagged,"IT Support department leave exceeds 2 days (requested: 5 days, limit: 2)"
2025-06-12 00:00:00,Jacob Carter,EMP-037,Operations,Professional certification exam preparation required,2025-06-20,2025-06-20,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-06-12 00:00:00,Eric Perez,EMP-039,Marketing,Educational course enrollment and orientation session,2025-06-18,2025-06-18,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-15 00:00:00,Michael Chen,EMP-003,Marketing,European travel tour package with group,2025-07-04,2025-07-14,11,Flagged,Leave duration (11 days) exceeds 7 days; Leave reason contains vacation-related keywords: travel; Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension)
2025-06-17 00:00:00,Kevin Rodriguez,EMP-023,Finance,Personal health checkup and wellness visit,2025-07-02,2025-07-02,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-19 00:00:00,James Brown,EMP-011,Engineering,Fever,2025-07-03,2025-07-03,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-19 00:00:00,Zachary Evans,EMP-045,Finance,Court appearance for personal legal matter,2025-07-14,2025-07-15,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-20 00:00:00,Michelle Martin,EMP-020,Marketing,Not well,2025-07-14,2025-07-14,1,Flagged,Leave ends on Monday (potential long weekend extension)
2025-06-23 00:00:00,Rachel Lewis,EMP-024,Finance,Professional certification exam preparation required,2025-07-04,2025-07-04,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-06-23 00:00:00,David Martinez,EMP-007,Engineering,Dental procedure and recovery time needed,2025-06-26,2025-06-27,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-25 00:00:00,Michelle Martin,EMP-020,Marketing,Home maintenance emergency repair work scheduled,2025-07-11,2025-07-14,4,Flagged,Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension)
2025-06-26 00:00:00,Benjamin Sanchez,EMP-049,Human Resources,Cruise vacation booked months ago departing soon,2025-07-20,2025-07-23,4,Flagged,Leave reason contains vacation-related keywords: vacation
2025-06-27 00:00:00,Stephanie White,EMP-018,IT Support,Court appearance for personal legal matter,2025-07-04,2025-07-07,4,Flagged,"Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 4 days, limit: 2)"
2025-06-28 00:00:00,Jessica Martinez,EMP-014,IT Support,Fever,2025-07-20,2025-07-20,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-06-29 00:00:00,Emma Morris,EMP-050,Human Resources,Vehicle maintenance and registration renewal,2025-07-11,2025-07-11,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-06-29 00:00:00,Lisa Anderson,EMP-006,Sales,Personal financial planning appointment with advisor,2025-07-18,2025-07-19,2,Flagged,Leave starts on Friday (potential long weekend extension)
2025-07-03 00:00:00,Steven Baker,EMP-035,Sales,Property inspection and home appraisal scheduled,2025-07-25,2025-07-28,4,Flagged,Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension)
